measnum,mpdsector,projsym,varname,descrip,units,method,intervention,paneldesc,datatype,sextested,nstrainstested,ageweeks
24339,css,Peters4,pctLYMPH_M18,"lymphocyte differential (LYM; percentage of total WBC), at age 18mo",%,"complete blood count",,inbred,,both,30,78wks
24340,css,Peters4,pctLYMPH_M24,"lymphocyte differential (LYM; percentage of total WBC), at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24341,css,Peters4,pctMONO_M06,"monocyte differential (MONO; percentage of total WBC), at age 6mo",%,"complete blood count",,inbred,,both,30,26wks
24342,css,Peters4,pctMONO_M12,"monocyte differential (MONO; percentage of total WBC), at age 12mo",%,"complete blood count",,inbred,,both,30,52wks
24343,css,Peters4,pctMONO_M18,"monocyte differential (MONO; percentage of total WBC), at age 18mo",%,"complete blood count",,inbred,,both,30,78wks
24344,css,Peters4,pctMONO_M24,"monocyte differential (MONO; percentage of total WBC), at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24345,css,Peters4,pctEOS_M06,"eosinophil differential (EOS; percentage of total WBC), at age 6mo",%,"complete blood count",,inbred,,both,30,26wks
24346,css,Peters4,pctEOS_M12,"eosinophil differential (EOS; percentage of total WBC), at age 12mo",%,"complete blood count",,inbred,,both,30,52wks
24347,css,Peters4,pctEOS_M18,"eosinophil differential (EOS; percentage of total WBC), at age 18mo",%,"complete blood count",,inbred,,both,30,78wks
24348,css,Peters4,pctEOS_M24,"eosinophil differential (EOS; percentage of total WBC), at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24349,css,Peters4,pctBASO_M06,"basophil differential (BASO; percentage of total WBC), at age 6mo",%,"complete blood count",,inbred,,both,30,26wks
24350,css,Peters4,pctBASO_M12,"basophil differential (BASO; percentage of total WBC), at age 12mo",%,"complete blood count",,inbred,,both,30,52wks
24351,css,Peters4,pctBASO_M18,"basophil differential (BASO; percentage of total WBC), at age 18mo",%,"complete blood count",,inbred,,both,30,78wks
24352,css,Peters4,pctBASO_M24,"basophil differential (BASO; percentage of total WBC), at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24353,css,Peters4,pctLUC_M06,"large unstained cells differential (LUC; percentage of total WBC), at age 6mo",%,"complete blood count",,inbred,,both,30,26wks
24354,css,Peters4,pctLUC_M12,"large unstained cells differential (LUC; percentage of total WBC), at age 12mo",%,"complete blood count",,inbred,,both,30,52wks
24355,css,Peters4,pctLUC_M18,"large unstained cells differential (LUC; percentage of total WBC), at age 18mo",%,"complete blood count",,inbred,,both,30,78wks
24356,css,Peters4,pctLUC_M24,"large unstained cells differential (LUC; percentage of total WBC), at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24357,css,Peters4,pctHCT_M06,"hematocrit (HCT), at age 6mo",%,"complete blood count",,inbred,,both,30,26wks
24358,css,Peters4,pctHCT_M12,"hematocrit (HCT), at age 12mo",%,"complete blood count",,inbred,,both,30,52wks
24359,css,Peters4,pctHCT_M18,"hematocrit (HCT), at age 18mo",%,"complete blood count",,inbred,,both,30,78wks
24360,css,Peters4,pctHCT_M24,"hematocrit (HCT), at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24361,css,Peters4,HGB_M06,"hemoglobin (HGB), at age 6mo",g/dL,"complete blood count",,inbred,,both,30,26wks
24362,css,Peters4,HGB_M12,"hemoglobin (HGB), at age 12mo",g/dL,"complete blood count",,inbred,,both,30,52wks
24363,css,Peters4,HGB_M18,"hemoglobin (HGB), at age 18mo",g/dL,"complete blood count",,inbred,,both,30,78wks
24364,css,Peters4,HGB_M24,"hemoglobin (HGB), at age 24mo",g/dL,"complete blood count",,inbred,,both,13,104wks
24365,css,Peters4,MCH_M06,"mean RBC corpuscular hemoglobin content (MCH), at age 6mo",pg,"complete blood count",,inbred,,both,30,26wks
24366,css,Peters4,MCH_M12,"mean RBC corpuscular hemoglobin content (MCH), at age 12mo",pg,"complete blood count",,inbred,,both,30,52wks
24367,css,Peters4,MCH_M18,"mean RBC corpuscular hemoglobin content (MCH), at age 18mo",pg,"complete blood count",,inbred,,both,30,78wks
24368,css,Peters4,MCH_M24,"mean RBC corpuscular hemoglobin content (MCH), at age 24mo",pg,"complete blood count",,inbred,,both,13,104wks
24369,css,Peters4,MCHC_M06,"mean RBC hemoglobin concentration (MCHC), at age 6mo",g/dL,"complete blood count",,inbred,,both,30,26wks
24370,css,Peters4,MCHC_M12,"mean RBC hemoglobin concentration (MCHC), at age 12mo",g/dL,"complete blood count",,inbred,,both,30,52wks
24371,css,Peters4,MCHC_M18,"mean RBC hemoglobin concentration (MCHC), at age 18mo",g/dL,"complete blood count",,inbred,,both,30,78wks
24372,css,Peters4,MCHC_M24,"mean RBC hemoglobin concentration (MCHC), at age 24mo",g/dL,"complete blood count",,inbred,,both,13,104wks
24373,css,Peters4,MCV_M06,"mean RBC corpuscular volume (MCV), at age 6mo",fL,"complete blood count",,inbred,,both,30,26wks
24374,css,Peters4,MCV_M12,"mean RBC corpuscular volume (MCV), at age 12mo",fL,"complete blood count",,inbred,,both,30,52wks
24375,css,Peters4,MCV_M18,"mean RBC corpuscular volume (MCV), at age 18mo",fL,"complete blood count",,inbred,,both,30,78wks
24376,css,Peters4,MCV_M24,"mean RBC corpuscular volume (MCV), at age 24mo",fL,"complete blood count",,inbred,,both,13,104wks
24377,css,Peters4,Retic_M06,"reticulocyte count (Retic), at age 6mo",n/L,"complete blood count",,inbred,,both,30,26wks
24378,css,Peters4,Retic_M12,"reticulocyte count (Retic), at age 12mo",n/L,"complete blood count",,inbred,,both,30,52wks
24379,css,Peters4,Retic_M18,"reticulocyte count (Retic), at age 18mo",n/L,"complete blood count",,inbred,,both,29,78wks
24380,css,Peters4,Retic_M24,"reticulocyte count (Retic), at age 24mo",n/L,"complete blood count",,inbred,,both,13,104wks
24381,css,Peters4,pctRetic_M06,"reticulocyte differential, at age 6mo",%,"complete blood count",,inbred,,both,30,26wks
24382,css,Peters4,pctRetic_M12,"reticulocyte differential, at age 12mo",%,"complete blood count",,inbred,,both,30,52wks
24383,css,Peters4,pctRetic_M18,"reticulocyte differential, at age 18mo",%,"complete blood count",,inbred,,both,29,78wks
24384,css,Peters4,pctRetic_M24,"reticulocyte differential, at age 24mo",%,"complete blood count",,inbred,,both,13,104wks
24385,css,Peters4,CHr_M06,"reticulocyte corpuscular hemoglobin (CHr), at age 6mo",pg,"complete blood count",,inbred,,both,30,26wks
24386,css,Peters4,CHr_M12,"reticulocyte corpuscular hemoglobin (CHr), at age 12mo",pg,"complete blood count",,inbred,,both,30,52wks
24387,css,Peters4,CHr_M18,"reticulocyte corpuscular hemoglobin (CHr), at age 18mo",pg,"complete blood count",,inbred,,both,29,78wks
24388,css,Peters4,CHr_M24,"reticulocyte corpuscular hemoglobin (CHr), at age 24mo",pg,"complete blood count",,inbred,,both,13,104wks
24389,css,Peters4,MPV_M06,"mean platelet volume (MPV), at age 6mo",fL,"complete blood count",,inbred,,both,30,26wks
24390,css,Peters4,MPV_M12,"mean platelet volume (MPV), at age 12mo",fL,"complete blood count",,inbred,,both,30,52wks
24391,css,Peters4,MPV_M18,"mean platelet volume (MPV), at age 18mo",fL,"complete blood count",,inbred,,both,30,78wks
24392,css,Peters4,MPV_M24,"mean platelet volume (MPV), at age 24mo",fL,"complete blood count",,inbred,,both,13,104wks
24393,css,Peters4,Plt_M06,"platelet count (PLT; units per volume x 10<sup>3</sup>), at age 6mo",n/&micro;L,"complete blood count",,inbred,,both,30,26wks
24394,css,Peters4,Plt_M12,"platelet count (PLT; units per volume x 10<sup>3</sup>), at age 12mo",n/&micro;L,"complete blood count",,inbred,,both,30,52wks
24395,css,Peters4,Plt_M18,"platelet count (PLT; units per volume x 10<sup>3</sup>), at age 18mo",n/&micro;L,"complete blood count",,inbred,,both,30,78wks
24396,css,Peters4,Plt_M24,"platelet count (PLT; units per volume x 10<sup>3</sup>), at age 24mo",n/&micro;L,"complete blood count",,inbred,,both,13,104wks
24401,css,Yuan3,ALT_M06,"alanine transaminase (plasma ALT), at age 6mo",IU/L,"metabolic panel",,inbred,,both,29,26wks
24402,css,Yuan3,ALT_M12,"alanine transaminase (plasma ALT), at age 12mo",IU/L,"metabolic panel",,inbred,,both,31,52wks
24403,css,Yuan3,ALT_M18,"alanine transaminase (plasma ALT), at age 18mo",IU/L,"metabolic panel",,inbred,,both,29,78wks
24406,css,Yuan3,LIP_M06,"lipase (plasma LIP), at age 6mo",U/L,"metabolic panel",,inbred,,both,29,26wks
24407,css,Yuan3,LIP_M12,"lipase (plasma LIP), at age 12mo",U/L,"metabolic panel",,inbred,,both,31,52wks
24408,css,Yuan3,LIP_M18,"lipase (plasma LIP), at age 18mo",U/L,"metabolic panel",,inbred,,both,29,78wks
24411,css,Yuan3,ALP_M06,"alkaline phosphatase (serum ALP), at age 6mo",IU/L,"metabolic panel",,inbred,,both,28,26wks
24412,css,Yuan3,ALP_M12,"alkaline phosphatase (serum ALP), at age 12mo",IU/L,"metabolic panel",,inbred,,both,31,52wks
24413,css,Yuan3,ALP_M18,"alkaline phosphatase (serum ALP), at age 18mo",IU/L,"metabolic panel",,inbred,,both,29,78wks
24416,css,Yuan3,Ca_M06,"calcium (serum Ca), at age 6mo",mg/dL,"metabolic panel",,inbred,,both,28,26wks
24417,css,Yuan3,Ca_M12,"calcium (serum Ca), at age 12mo",mg/dL,"metabolic panel",,inbred,,both,31,52wks
24418,css,Yuan3,Ca_M18,"calcium (serum Ca), at age 18mo",mg/dL,"metabolic panel",,inbred,,both,29,78wks
24421,css,Yuan3,Cl_M06,"chloride (serum Cl), at age 6mo",mmol/L,"metabolic panel",,inbred,,both,28,26wks
24422,css,Yuan3,Cl_M12,"chloride (serum Cl), at age 12mo",mmol/L,"metabolic panel",,inbred,,both,31,52wks
24423,css,Yuan3,Cl_M18,"chloride (serum Cl), at age 18mo",mmol/L,"metabolic panel",,inbred,,both,29,78wks
24426,css,Yuan3,Fe_M06,"iron (serum Fe), at age 6mo",mmol/L,"metabolic panel",,inbred,,both,28,26wks
24427,css,Yuan3,Fe_M12,"iron (serum Fe), at age 12mo",mmol/L,"metabolic panel",,inbred,,both,31,52wks
24428,css,Yuan3,Fe_M18,"iron (serum Fe), at age 18mo",mmol/L,"metabolic panel",,inbred,,both,29,78wks
24431,css,Yuan3,Mg_M06,"magnesium (serum Mg), at age 6mo",mg/dL,"metabolic panel",,inbred,,both,28,26wks
24432,css,Yuan3,Mg_M12,"magnesium (serum Mg), at age 12mo",mg/dL,"metabolic panel",,inbred,,both,31,52wks
24433,css,Yuan3,Mg_M18,"magnesium (serum Mg), at age 18mo",mg/dL,"metabolic panel",,inbred,,both,29,78wks
24436,css,Yuan3,Phos_M06,"phosphorus (serum P), at age 6mo",mg/dL,"metabolic panel",,inbred,,both,28,26wks
24437,css,Yuan3,Phos_M12,"phosphorus (serum P), at age 12mo",mg/dL,"metabolic panel",,inbred,,both,31,52wks
24438,css,Yuan3,Phos_M18,"phosphorus (serum P), at age 18mo",mg/dL,"metabolic panel",,inbred,,both,29,78wks
24441,css,Yuan3,K_M06,"potassium (serum K), at age 6mo",mmol/L,"metabolic panel",,inbred,,both,28,26wks
24442,css,Yuan3,K_M12,"potassium (serum K), at age 12mo",mmol/L,"metabolic panel",,inbred,,both,31,52wks
24443,css,Yuan3,K_M18,"potassium (serum K), at age 18mo",mmol/L,"metabolic panel",,inbred,,both,29,78wks
24446,css,Yuan3,Na_M06,"sodium (serum Na), at age 6mo",mmol/L,"metabolic panel",,inbred,,both,28,26wks
24447,css,Yuan3,Na_M12,"sodium (serum Na), at age 12mo",mmol/L,"metabolic panel",,inbred,,both,31,52wks
24448,css,Yuan3,Na_M18,"sodium (serum Na), at age 18mo",mmol/L,"metabolic panel",,inbred,,both,29,78wks
24451,css,Yuan3,ALB_M06,"albumin (plasma Alb), at age 6mo",g/dL,"metabolic panel",,inbred,,both,29,26wks
24452,css,Yuan3,ALB_M12,"albumin (plasma Alb), at age 12mo",g/dL,"metabolic panel",,inbred,,both,31,52wks
24453,css,Yuan3,ALB_M18,"albumin (plasma Alb), at age 18mo",g/dL,"metabolic panel",,inbred,,both,29,78wks
24456,css,Yuan3,TP_M06,"total protein (plasma TP), at age 6mo",g/dL,"metabolic panel",,inbred,,both,29,26wks
24457,css,Yuan3,TP_M12,"total protein (plasma TP), at age 12mo",g/dL,"metabolic panel",,inbred,,both,31,52wks
24458,css,Yuan3,TP_M18,"total protein (plasma TP), at age 18mo",g/dL,"metabolic panel",,inbred,,both,29,78wks
24461,css,Yuan3,CO2_M06,"dissolved-ionized carbon dioxide (CO<sub>2</sub>), at age 6mo",mmol/L,"metabolic panel",,inbred,,both,28,26wks
24462,css,Yuan3,CO2_M12,"dissolved-ionized carbon dioxide (CO<sub>2</sub>), at age 12mo",mmol/L,"metabolic panel",,inbred,,both,31,52wks
24463,css,Yuan3,CO2_M18,"dissolved-ionized carbon dioxide (CO<sub>2</sub>), at age 18mo",mmol/L,"metabolic panel",,inbred,,both,29,78wks
24466,css,Yuan3,TBIL_M06,"bilirubin (serum TBIL), at age 6mo",&micro;mol/L,"metabolic panel",,inbred,,both,28,26wks
24467,css,Yuan3,TBIL_M12,"bilirubin (serum TBIL), at age 12mo",&micro;mol/L,"metabolic panel",,inbred,,both,31,52wks
24468,css,Yuan3,TBIL_M18,"bilirubin (serum TBIL), at age 18mo",&micro;mol/L,"metabolic panel",,inbred,,both,29,78wks
24471,css,Yuan3,HDL_M06,"HDL cholesterol (plasma HDL), at age 6mo",mg/dL,"lipid profile",,inbred,,both,29,26wks
24472,css,Yuan3,HDL_M12,"HDL cholesterol (plasma HDL), at age 12mo",mg/dL,"lipid profile",,inbred,,both,31,52wks
24473,css,Yuan3,HDL_M18,"HDL cholesterol (plasma HDL), at age 18mo",mg/dL,"lipid profile",,inbred,,both,29,78wks
24476,css,Yuan3,T4_M06,"thyroxine (serum T4), at age 6mo",&micro;g/dL,"metabolic panel",,inbred,,both,28,26wks
24477,css,Yuan3,T4_M12,"thyroxine (serum T4), at age 12mo",&micro;g/dL,"metabolic panel",,inbred,,both,31,52wks
24478,css,Yuan3,T4_M18,"thyroxine (serum T4), at age 18mo",&micro;g/dL,"metabolic panel",,inbred,,both,29,78wks
24481,css,Yuan3,BUN_M06,"blood urea nitrogen (plasma BUN), at age 6mo",mg/dL,"metabolic panel",,inbred,,both,29,26wks
24482,css,Yuan3,BUN_M12,"blood urea nitrogen (plasma BUN), at age 12mo",mg/dL,"metabolic panel",,inbred,,both,31,52wks
24483,css,Yuan3,BUN_M18,"blood urea nitrogen (plasma BUN), at age 18mo",mg/dL,"metabolic panel",,inbred,,both,29,78wks
24501,qtla,Su2,BMI,"body mass index = weight / length",g/cm<sup>2</sup>,"body size and weight","high-fat diet","QTL population",,f,,14wks
24502,qtla,Su2,Week14TG,"plasma triglyceride concentration",mg/dL,"lipid profile","high-fat diet","QTL population",,f,,14wks
24503,qtla,Su2,Week14HDL,"plasma HDL cholesterol concentration",mg/dL,"lipid profile","high-fat diet","QTL population",,f,,14wks
24504,qtla,Su2,Week14Total,"plasma total cholesterol concentration",mg/dL,"lipid profile","high-fat diet","QTL population",,f,,14wks
24505,qtla,Su2,Week14NonHDL,"plasma non-HDL cholesterol concentration",mg/dL,"lipid profile","high-fat diet","QTL population",,f,,14wks
24506,qtla,Su2,Lesion,"aortic lesion size",,histopathology,"high-fat diet","QTL population",,f,,14wks
24507,qtla,Su2,LogLesion,"aortic lesion size, log transformed",,histopathology,"high-fat diet","QTL population",,f,,14wks
24601,qtla,Hageman1,ACR,"urinary albumin-to-creatinine ratio",mg/g,urinalysis,,"QTL population",,m,,8-10wks
24602,qtla,Hageman1,log_ACR,"ACR, log+1 transformed",log(mg/g),urinalysis,,"QTL population",,m,,8-10wks
24701,css,Evsikova1,bw_start,"body weight, test start",g,"body weight",,inbred,,both,12,26wks
24702,css,Evsikova1,bw_end,"body weight, test end",g,"body weight",,inbred,,both,13,26wks
24703,css,Evsikova1,bw_chg,"body weight, change",g,"body weight",,inbred,,both,13,26wks
24716,css,Evsikova1,horiz_daily,"ambulatory activity (beam break triplets during 24h), daily",n,"monitoring system",,inbred,,both,12,26wks
24717,css,Evsikova1,horiz_Lt,"ambulatory activity (beam break triplets during 24h), light",n,"monitoring system",,inbred,,both,14,26wks
24718,css,Evsikova1,horiz_Dk,"ambulatory activity (beam break triplets during 24h), dark",n,"monitoring system",,inbred,,both,14,26wks
24726,css,Evsikova1,vert_daily,"rearing activity (beam break triplets during 24h), daily",n,"monitoring system",,inbred,,both,12,26wks
24727,css,Evsikova1,vert_Lt,"rearing activity (beam break triplets during 24h), light",n,"monitoring system",,inbred,,both,14,26wks
24728,css,Evsikova1,vert_Dk,"rearing activity (beam break triplets during 24h), dark",n,"monitoring system",,inbred,,both,14,26wks
24761,css,Evsikova1,food_daily,"food intake, daily",g,"intake monitoring",,inbred,,both,12,26wks
24762,css,Evsikova1,food_Lt,"food intake, light",g,"intake monitoring",,inbred,,both,14,26wks
24763,css,Evsikova1,food_Dk,"food intake, dark",g,"intake monitoring",,inbred,,both,14,26wks
24766,css,Evsikova1,food_adj_start,"food intake adjusted for body weight, test start",g/kg,"intake monitoring",,inbred,,both,12,26wks
24767,css,Evsikova1,food_adj_end,"food intake adjusted for body weight, test end",g/kg,"intake monitoring",,inbred,,both,13,26wks
24776,css,Evsikova1,water_daily,"water intake, daily",mL,"intake monitoring",,inbred,,both,12,26wks
24777,css,Evsikova1,water_Lt,"water intake, light",mL,"intake monitoring",,inbred,,both,14,26wks
24778,css,Evsikova1,water_Dk,"water intake, dark",mL,"intake monitoring",,inbred,,both,14,26wks
24801,css,Seburn2,grip_strength_M06,"grip strength, peak tension over 3 trials, at age 6mo",g,"grip strength",,inbred,,both,31,26wks
24802,css,Seburn2,grip_strength_M12,"grip strength, peak tension over 3 trials, at age 12mo",g,"grip strength",,inbred,,both,30,52wks
24803,css,Seburn2,grip_strength_M18,"grip strength, peak tension over 3 trials, at age 18mo",g,"grip strength",,inbred,,both,30,78wks
24804,css,Seburn2,grip_strength_M24,"grip strength, peak tension over 3 trials, at age 24mo",g,"grip strength",,inbred,,both,28,104wks
24805,css,Seburn2,stance_F_M06,"stance phase, mean time that either front paw is in contact with surface during a step, at age 6mo",ms,"gait analysis",,inbred,,both,7,26wks
24807,css,Seburn2,stance_F_M18,"stance phase, mean time that either front paw is in contact with surface during a step, at age 18mo",ms,"gait analysis",,inbred,,both,3,78wks
24809,css,Seburn2,swing_F_M06,"swing phase, mean time that either front paw is not in contact with the surface during a step, at age 6mo",ms,"gait analysis",,inbred,,both,7,26wks
24811,css,Seburn2,swing_F_M18,"swing phase, mean time that either front paw is not in contact with the surface during a step, at age 18mo",ms,"gait analysis",,inbred,,both,3,78wks
24813,css,Seburn2,stride_F_M06,"stride time, mean time between consecutive front paw contacts, at age 6mo",ms,"gait analysis",,inbred,,both,7,26wks
24815,css,Seburn2,stride_F_M18,"stride time, mean time between consecutive front paw contacts, at age 18mo",ms,"gait analysis",,inbred,,both,3,78wks
